,5,10,15,20,25,30
900,24.544832185418606,30.865501719818226,32.657359889176306,32.66293439973059,31.595108100522623,29.69770989482735
1000,24.990359001260423,31.990804169769092,34.562081489227076,35.47923550872456,35.496531934067264,34.909124387736185
1100,25.26476777684035,32.721246423008765,35.7908834606226,37.25751088662134,37.88917012412642,37.99615308855512
1200,25.423363646210966,33.19786890952475,36.60665712096213,38.43301933528346,39.45063219971789,39.97533804482812
1300,25.500565374030597,33.50257633636923,37.15258750588213,39.22868790230351,40.50650624048534,41.30469838949711
1400,25.518795759041605,33.68604082001711,37.513192189859026,39.77002352360067,41.23263210195311,42.22097108690807
